text,label
NovoLog (insulin aspart) interacts with gatifloxacin,1
Alprazolam (alprazolam) interacts with ketorolac ophthalmic,0
Buprenex Injection (buprenorphine injection) interacts with trimethadione,1
Medrol (methylprednisolone (oral)) interacts with acalabrutinib,0
Tetracycline (tetracycline) interacts with palovarotene,1
Depakote (divalproex sodium) interacts with lansoprazole,0
"Toprol-XL (metoprolol succinate tablet, extended release) interacts with clonidine",1
Evolocumab (evolocumab) interacts with risedronate,0
Alunbrig (brigatinib) interacts with fluconazole,1
Pentasa (mesalamine (oral)) interacts with ioversol,1
Effexor (venlafaxine) interacts with ticagrelor,0
Aleve (naproxen) interacts with oxycodone,0
Premarin (conjugated estrogens (oral)) interacts with ruxolitinib topical,1
Urocit-K (potassium citrate) interacts with quinapril,1
Sulfasalazine (sulfasalazine) interacts with clobazam,0
Gabarone (gabapentin) interacts with hydrocodone (oral),0
Gemfibrozil (gemfibrozil) interacts with ziprasidone (oral/injection),0
Zoryve (roflumilast topical) interacts with pacritinib,1
Jalyn (dutasteride and tamsulosin) interacts with atazanavir,1
Lenvatinib (lenvatinib) interacts with ziprasidone,1
Buprenex Injection (buprenorphine injection) interacts with teriparatide,0
Benadryl (diphenhydramine) interacts with naproxen,0
Magnesium oxide (magnesium oxide) interacts with amphetamine,1
Berotralstat interacts with granisetron (oral),0
Premarin (conjugated estrogens (oral)) interacts with estradiol oral,0
Norflex (orphenadrine) interacts with hyaluronidase and rituximab,0
Ingrezza (valbenazine) interacts with sodium oxybate,1
Qbrelis (lisinopril) interacts with ranolazine,0
Warfarin (warfarin (oral)) interacts with fluconazole,1
Sublocade Injection (buprenorphine (injection)) interacts with xanomeline and trospium chloride,0
Genotropin (somatropin) interacts with pseudoephedrine,0
Codeine (codeine) interacts with isocarboxazid,1
Liothyronine (liothyronine) interacts with atomoxetine,0
Metoclopramide (metoclopramide (oral/injection)) interacts with phentermine,0
Olaparib (olaparib) interacts with testosterone oral,0
Concerta (methylphenidate (oral)) interacts with cocaine topical,1
"Velcade (bortezomib) interacts with human papillomavirus (HPV) vaccine, 9-valent",0
Rozanolixizumab (rozanolixizumab-noli) interacts with zoster vaccine live,1
Actemra (tocilizumab) interacts with fluoxetine,0
Gavreto (pralsetinib) interacts with nevirapine,1
Triptorelin (triptorelin) interacts with lecanemab,0
Glipizide and metformin (glipizide and metformin) interacts with chlorthalidone,0
Benicar (olmesartan) interacts with finerenone,1
Valsartan (valsartan) interacts with lanreotide,0
MiraLAX (polyethylene glycol 3350) interacts with hydroxyzine,1
Koselugo (selumetinib) interacts with crizotinib,1
Letrozole (letrozole) interacts with paracetamol,0
"Uro-MP (hyoscyamine, methenamine, methylene blue, phenyl salicylate, sodium biphosphate) interacts with potassium citrate",1
Norepinephrine (norepinephrine) interacts with Olanzapine,0
Ongentys (opicapone) interacts with thiethylperazine,1
Olanzapine (olanzapine) interacts with hydrocodone,1
Krazati (adagrasib) interacts with pancrelipase,0
Lithium (lithium) interacts with interferon beta-1a,0
Prevnar 20 (Pneumococcal 20-valent conjugate vaccine) interacts with fluticasone and salmeterol,0
Xeljanz (tofacitinib) interacts with efalizumab,1
Vicodin (acetaminophen and hydrocodone) interacts with donepezil,0
Uloric (febuxostat) interacts with rosuvastatin,1
Bunavail (buprenorphine and naloxone (oral/sublingual)) interacts with rosuvastatin,0
Haloperidol (haloperidol (oral)) interacts with methylphenidate (oral),0
Atomoxetine (atomoxetine) interacts with isocarboxazid,1
Morphine interacts with mavorixafor,1
Neomycin (neomycin) interacts with mavorixafor,0
Sovaldi (sofosbuvir) interacts with phenylephrine,0
"Sovaldi (sofosbuvir) interacts with elagolix, estradiol, and norethindrone",0
Wezlana (ustekinumab-auub) interacts with sertraline,0
Vicodin (acetaminophen and hydrocodone) interacts with clobazam,1
Quinapril (quinapril) interacts with sparsentan,1
Joenja (leniolisib) interacts with insulin detemir,0
Tibsovo (ivosidenib) interacts with phenytoin (oral),0
Ozempic (semaglutide injection) interacts with berotralstat,0
Xofluza (baloxavir marboxil) interacts with lonapegsomatropin,0
Tamsulosin (tamsulosin) interacts with mavorixafor,1
Metformin (metformin) interacts with bendroflumethiazide,1
Indapamide (indapamide) interacts with cisapride,1
Ibrance (palbociclib) interacts with amphetamine and dextroamphetamine,0
Klonopin (clonazepam) interacts with aspirin (oral),0
"Invokana (canagliflozin) interacts with bictegravir, emtricitabine, tenofovir",0
Trokendi XR (topiramate) interacts with diclofenac,0
Griseofulvin (griseofulvin) interacts with fostamatinib,1
Klonopin (clonazepam) interacts with alfentanil,1
Zoladex (goserelin (implant)) interacts with levomethadyl acetate,1
Aptiom (eslicarbazepine) interacts with istradefylline,0
Zykadia (ceritinib) interacts with itraconazole,1
Abilify Asimtufii (aripiprazole) interacts with fentanyl,1
"Triumeq (abacavir, dolutegravir, and lamivudine) interacts with dalfampridine",1
Zolmitriptan (zolmitriptan (oral)) interacts with trazodone,1
Rydapt (midostaurin) interacts with telmisartan,0
5-hydroxytryptophan (5-hydroxytryptophan) interacts with linezolid,1
Shingrix Vaccine (zoster vaccine (inactivated)) interacts with ibuprofen,0
Humalog (insulin lispro) interacts with trovafloxacin,1
Benadryl (diphenhydramine) interacts with fospropofol,1
Rituxan Hycela (hyaluronidase and rituximab) interacts with radium 223 dichloride,1
Ranolazine (ranolazine) interacts with tramadol,0
Remicade (infliximab) interacts with acalabrutinib,1
Mesalamine (mesalamine) interacts with iodipamide,1
Somatropin interacts with bexarotene,1
Olmesartan (olmesartan) interacts with acetaminophen and tramadol,0
Propranolol (propranolol) interacts with pirbuterol,1
Hydralazine (hydralazine) interacts with bupropion and dextromethorphan,0
Diphenhydramine (diphenhydramine) interacts with duloxetine,0
Provigil (modafinil) interacts with dexamethasone (oral),0
Carvykti (ciltacabtagene autoleucel) interacts with cladribine,1
Rybrevant (amivantamab-vmjw) interacts with terazosin,0
Zocor (simvastatin) interacts with amprenavir,1
Casodex (bicalutamide) interacts with ozanimod,1
Insulin Detemir (insulin detemir) interacts with valacyclovir,0
Hydrochlorothiazide (hydrochlorothiazide) interacts with ziprasidone,1
Shingrix Vaccine (zoster vaccine (inactivated)) interacts with ferrous sulfate,0
"Fioricet (acetaminophen, butalbital, and caffeine) interacts with esketamine",1
Basaglar (insulin glargine) interacts with somatropin,1
Ketoprofen (ketoprofen) interacts with iron sucrose (injection),0
Loperamide (loperamide) interacts with testosterone injection,0
Fexofenadine (fexofenadine) interacts with piperacillin and tazobactam,0
FeroSul (ferrous sulfate) interacts with delafloxacin,1
Phentermine (phentermine) interacts with upadacitinib,0
Yuflyma (adalimumab-aaty) interacts with vilobelimab,1
Voranigo (vorasidenib) interacts with infliximab,0
Ocrelizumab (ocrelizumab) interacts with siponimod,1
Soliqua 100/33 (insulin glargine and lixisenatide) interacts with midazolam (oral),0
Ofev (nintedanib) interacts with carbamazepine,1
Raloxifene (raloxifene) interacts with flavoxate,0
Ibuprofen (ibuprofen) interacts with dalteparin,1
Advil (ibuprofen) interacts with ziprasidone,0
Felodipine (felodipine) interacts with edoxaban,1
Tegretol (carbamazepine (oral)) interacts with sorafenib,1
Promacta (eltrombopag) interacts with tazarotene topical,0
Harvoni (ledipasvir and sofosbuvir) interacts with amiodarone,1
Blincyto (blinatumomab) interacts with cladribine,1
Humulin R (insulin regular) interacts with sacituzumab govitecan-hziy,0
Boniva (ibandronate (oral/injection)) interacts with tacrolimus,1
Ferrous fumarate (ferrous fumarate) interacts with rizatriptan,0
Wilate (von Wille) interacts with osimertinib,0
Topiramate interacts with famotidine,0
Leuprolide (leuprolide) interacts with adagrasib,1
Trintellix (vortioxetine) interacts with lorazepam,0
Imbruvica (ibrutinib) interacts with rivaroxaban,1
Zilbrysq (zilucoplan) interacts with oxymetazoline nasal,0
Tranexamic acid (tranexamic acid (Cyklokapron)) interacts with ertapenem,0
Lansoprazole (lansoprazole) interacts with cyclobenzaprine,0
4-Way (phenylephrine nasal) interacts with midodrine,1
Rivastigmine (rivastigmine (oral)) interacts with sertraline,0
Orphenadrine (orphenadrine) interacts with olsalazine,0
Fexofenadine (fexofenadine) interacts with rasagiline,0
Entecavir (entecavir) interacts with buprenorphine,0
Yuflyma (adalimumab-aaty) interacts with umbralisib,1
Orlistat (orlistat) interacts with pexidartinib,1
"Carvykti (ciltacabtagene autoleucel) interacts with poliovirus vaccine, live, trivalent",1
Hizentra (immune globulin (subcutaneous)) interacts with fluocinonide topical,0
Kenalog (triamcinolone topical) interacts with cefdinir,0
Xyzal (levocetirizine) interacts with glycopyrrolate (oral/injection),0
Methylphenidate (methylphenidate (oral)) interacts with metformin,0
Hydrochlorothiazide and losartan (hydrochlorothiazide and losartan) interacts with droperidol,1
Lialda (mesalamine (oral)) interacts with axicabtagene ciloleucel,0
"Gardasil 9 (human papillomavirus (HPV) vaccine, 9-valent) interacts with ziv-aflibercept",1
Cabenuva (cabotegravir and rilpivirine) interacts with pexidartinib,1
Hydroxyzine (hydroxyzine) interacts with alfuzosin,0
"Cabometyx (cabozantinib) interacts with cobicistat, elvitegravir, emtricitabine, and tenofovir",0
Donepezil (donepezil) interacts with iopamidol,1
Suboxone (buprenorphine and naloxone (oral/sublingual)) interacts with topiramate,1
OxyContin (oxycodone) interacts with acetylcysteine (oral),0
Kesimpta (ofatumumab) interacts with baricitinib,1
Fludrocortisone (fludrocortisone) interacts with desmopressin,1
Zoladex (goserelin (implant)) interacts with atenolol,0
Depakote (divalproex sodium) interacts with ondansetron (oral),0
Ruconest (c1 esterase inhibitor recombinant injection (conestat alfa)) interacts with estropipate,1
Coreg (carvedilol) interacts with sodium nitrite,1
Zinc (zinc sulfate) interacts with azithromycin,0
Umeclidinium (umeclidinium) interacts with haloperidol (oral),0
Coumadin (warfarin (oral)) interacts with nalidixic acid,1
Ferrous fumarate (ferrous fumarate) interacts with budesonide,0
Hydrochlorothiazide and valsartan (hydrochlorothiazide and valsartan) interacts with ketorolac ophthalmic,0
Claritin (loratadine) interacts with trazodone,0
Kadcyla (ado-trastuzumab emtansine) interacts with romiplostim,0
Chlorpheniramine (chlorpheniramine) interacts with bisoprolol,0
Risperidone (risperidone (oral)) interacts with bortezomib,0
Mesalamine (mesalamine) interacts with iohexol,1
Imitrex (sumatriptan (oral/nasal)) interacts with palonosetron,1
Escitalopram (escitalopram) interacts with sodium oxybate,1
Opill (norgestrel) interacts with tranexamic acid,1
Sacubitril and valsartan (sacubitril and valsartan) interacts with potassium acid phosphate,1
Bupropion (bupropion) interacts with sibutramine,1
Repaglinide (repaglinide (oral)) interacts with prednisolone,1
Levothyroxine (levothyroxine (oral/injection)) interacts with ferrous fumarate,1
Ranolazine (ranolazine) interacts with mitotane,1
Paracetamol (paracetamol) interacts with chlorhexidine topical,0
Sumatriptan interacts with imipramine,1
Dextromethorphan (dextromethorphan) interacts with insulin glargine,0
Glucagon (glucagon) interacts with acetohexamide,1
Betamethasone Topical (betamethasone topical) interacts with glimepiride,1
Hydrochlorothiazide and olmesartan (hydrochlorothiazide and olmesartan) interacts with siponimod,0
Banzel (rufinamide) interacts with perindopril,0
Acetaminophen (acetaminophen (oral)) interacts with phenobarbital,1
Raloxifene (raloxifene) interacts with lenalidomide,1
Yuflyma (adalimumab-aaty) interacts with iron dextran,0
Warfarin (warfarin (oral)) interacts with gentamicin,0
Halobetasol Topical (halobetasol topical) interacts with rotigotine (transdermal),0
Rituximab (rituximab) interacts with measles virus vaccine,1
Gemtesa (vibegron) interacts with trofinetide,1
Onfi (clobazam) interacts with salicylic acid topical,0
Dorzolamide ophthalmic (dorzolamide ophthalmic) interacts with nan,0
Onfi (clobazam) interacts with gentamicin,0
Remicade (infliximab) interacts with imipramine,0
Bevacizumab (Bevacizumab) interacts with panitumumab,1
Tretinoin Topical (tretinoin) interacts with aminolevulinic acid,1
Suboxone (buprenorphine and naloxone (oral/sublingual)) interacts with lefamulin,1
Insulin aspart (insulin aspart) interacts with sodium polystyrene sulfonate,0
Yasmin (drospirenone and ethinyl estradiol) interacts with mobocertinib,1
Lisinopril (lisinopril) interacts with suvorexant,0
"Genvoya (cobicistat, elvitegravir, emtricitabine, and tenofovir) interacts with ruxolitinib",1
Soliqua 100/33 (insulin glargine and lixisenatide) interacts with brexucabtagene autoleucel,0
Digoxin (digoxin (oral/injection)) interacts with adagrasib,1
Repatha (evolocumab) interacts with rozanolixizumab,1
Herceptin (trastuzumab) interacts with sotatercept,0
Voltaren (diclofenac) interacts with indomethacin,1
"Tecvayli (teclistamab-cqyv) interacts with influenza virus vaccine, live",1
Kayexalate (sodium polystyrene sulfonate) interacts with golimumab,0
Bactrim (sulfamethoxazole and trimethoprim) interacts with irbesartan,1
Rosuvastatin (rosuvastatin) interacts with buspirone,0
Yondelis (trabectedin) interacts with lonafarnib,1
Abilify Asimtufii (aripiprazole) interacts with ketamine,1
Nilutamide (nilutamide) interacts with adagrasib,1
Gentamicin (gentamicin) interacts with clobetasol topical,0
Lamictal (lamotrigine) interacts with phenytoin,1
Firazyr (icatibant) interacts with dutasteride,0
"Biktarvy (bictegravir, emtricitabine, tenofovir) interacts with flavoxate",0
Versed (midazolam (oral)) interacts with sodium oxybate,1
Benadryl (diphenhydramine) interacts with levothyroxine,0
Venlafaxine (venlafaxine) interacts with methylphenidate (oral),0
Seroquel (quetiapine) interacts with brigatinib,0
Epclusa (sofosbuvir/velpatasvir) interacts with colchicine,1
"Oriahnn (elagolix, estradiol, and norethindrone) interacts with ketorolac ophthalmic",0
Liletta (levonorgestrel intrauterine system) interacts with topiramate,1
Degarelix (degarelix) interacts with lefamulin,1
Humalog (insulin lispro) interacts with gemifloxacin,1
Slynd (drospirenone) interacts with eslicarbazepine,1
Aromasin (exemestane) interacts with azathioprine,0
Atarax (hydroxyzine) interacts with methylprednisolone (oral),0
Abiraterone (abiraterone acetate) interacts with zonisamide,0
Yescarta (axicabtagene ciloleucel) interacts with bcg,1
Euthyrox (levothyroxine) interacts with multivitamin with iron and fluoride,1
Vyndamax (tafamidis) interacts with ciprofloxacin (oral),0
"Clonazepam (clonazepam) interacts with hyoscyamine, methenamine, methylene blue, and sodium biphosphate",0
Lunesta (eszopiclone) interacts with saquinavir,1
Rinvoq (upadacitinib) interacts with anifrolumab,1
Tamiflu (oseltamivir) interacts with repaglinide (oral),0
Inrebic (fedratinib) interacts with warfarin (oral),0
Bactrim (sulfamethoxazole and trimethoprim) interacts with losartan,1
Benzonatate (benzonatate) interacts with polyethylene glycol electrolyte solution,0
